acc,acc_sem,cost,cost_sem,epoch,flop,flop_sem,time,time_sem,train_loss,train_loss_sem,val_loss,val_loss_sem
70.08,0.46,74.1692,0.37,38,30711319.3264,151401.54,0.0025,0.0,6.6479,0.0,3.1198,0.03
70.57,0.46,74.6586,0.36,37,30913952.6832,150474.05,0.0025,0.0,6.6501,0.0,3.0798,0.03
67.65,0.47,71.3764,0.37,39,29554913.688,154178.57,0.0024,0.0,6.6489,0.0,3.2598,0.03
70.08,0.46,74.1692,0.37,38,30711319.3264,151401.54,0.0025,0.0,6.6479,0.0,3.1198,0.03
71.04,0.45,75.5201,0.36,40,31270692.8624,147665.47,0.0025,0.0,6.6502,0.0,3.1327,0.03
67.65,0.47,71.3764,0.37,39,29554913.688,154178.57,0.0024,0.0,6.6489,0.0,3.2598,0.03
69.91,0.46,73.7189,0.37,41,30524881.808,151517.11,0.0024,0.0,6.6451,0.0,3.1346,0.03
71.04,0.45,75.5201,0.36,40,31270692.8624,147665.47,0.0025,0.0,6.6502,0.0,3.1327,0.03
69.58,0.46,73.625,0.36,42,30485989.0656,150541.92,0.0025,0.0,6.6463,0.0,3.1965,0.03
69.91,0.46,73.7189,0.37,41,30524881.808,151517.11,0.0024,0.0,6.6451,0.0,3.1346,0.03
68.97,0.46,72.2861,0.37,43,29931596.032,152193.45,0.0024,0.0,6.6459,0.0,3.1632,0.03
69.58,0.46,73.625,0.36,42,30485989.0656,150541.92,0.0025,0.0,6.6463,0.0,3.1965,0.03
70.29,0.46,74.3886,0.36,44,30802148.8448,149771.83,0.0025,0.0,6.6471,0.0,3.1339,0.03
68.97,0.46,72.2861,0.37,43,29931596.032,152193.45,0.0024,0.0,6.6459,0.0,3.1632,0.03
68.21,0.47,72.0367,0.37,45,29828321.5664,152777.5,0.0024,0.0,6.6457,0.0,3.2523,0.03
70.29,0.46,74.3886,0.36,44,30802148.8448,149771.83,0.0025,0.0,6.6471,0.0,3.1339,0.03
68.49,0.46,72.6052,0.37,46,30063721.0992,151337.12,0.0024,0.0,6.6473,0.0,3.2963,0.04
68.21,0.47,72.0367,0.37,45,29828321.5664,152777.5,0.0024,0.0,6.6457,0.0,3.2523,0.03
67.85,0.47,71.5218,0.37,47,29615096.68,153844.27,0.0024,0.0,6.6473,0.0,3.2389,0.03
68.49,0.46,72.6052,0.37,46,30063721.0992,151337.12,0.0024,0.0,6.6473,0.0,3.2963,0.04
68.86,0.46,72.8992,0.37,48,30185436.2448,151598.46,0.0024,0.0,6.6478,0.0,3.2124,0.03
67.85,0.47,71.5218,0.37,47,29615096.68,153844.27,0.0024,0.0,6.6473,0.0,3.2389,0.03
67.74,0.47,71.0639,0.37,49,29425491.5088,154245.47,0.0024,0.0,6.6434,0.0,3.214,0.03
68.86,0.46,72.8992,0.37,48,30185436.2448,151598.46,0.0024,0.0,6.6478,0.0,3.2124,0.03
69.2,0.46,72.8019,0.37,50,30145167.2096,152582.97,0.0024,0.0,6.645,0.0,3.168,0.03
67.74,0.47,71.0639,0.37,49,29425491.5088,154245.47,0.0023,0.0,6.6434,0.0,3.214,0.03
69.2,0.46,72.8019,0.37,50,30145167.2096,152582.97,0.0023,0.0,6.645,0.0,3.168,0.03
