acc,acc_sem,cost,cost_sem,epoch,flop,flop_sem,time,time_sem,train_loss,train_loss_sem,val_loss,val_loss_sem
95.2443,0.13,100.0,0.0,1,41407104.0,0.0,0.0031,0.0,6.3222,0.0,1.8712,0.01
95.2328,0.13,100.0,0.0,2,41407104.0,0.0,0.0032,0.0,6.2781,0.0,1.8689,0.01
95.2482,0.13,100.0,0.0,3,41407104.0,0.0,0.0032,0.0,6.2745,0.0,1.8649,0.01
95.1829,0.13,100.0,0.0,4,41407104.0,0.0,0.0032,0.0,6.2726,0.0,1.8717,0.01
95.2597,0.13,100.0,0.0,5,41407104.0,0.0,0.0032,0.0,6.2702,0.0,1.8676,0.01
95.2251,0.13,100.0,0.0,6,41407104.0,0.0,0.0032,0.0,6.2701,0.0,1.873,0.01
95.2251,0.13,100.0,0.0,7,41407104.0,0.0,0.0033,0.0,6.2683,0.0,1.8733,0.01
95.1636,0.13,100.0,0.0,8,41407104.0,0.0,0.0035,0.0,6.268,0.0,1.867,0.01
95.1829,0.13,100.0,0.0,9,41407104.0,0.0,0.0033,0.0,6.2663,0.0,1.8687,0.01
95.1982,0.13,100.0,0.0,10,41407104.0,0.0,0.0032,0.0,6.2671,0.0,1.8738,0.01
95.2289,0.13,100.0,0.0,11,41407104.0,0.0,0.0033,0.0,6.2674,0.0,1.8723,0.01
95.2827,0.13,100.0,0.0,12,41407104.0,0.0,0.0034,0.0,6.2664,0.0,1.8676,0.01
95.1829,0.13,100.0,0.0,13,41407104.0,0.0,0.0034,0.0,6.2652,0.0,1.8755,0.01
95.2597,0.13,100.0,0.0,14,41407104.0,0.0,0.0036,0.0,6.2637,0.0,1.8674,0.01
95.2827,0.13,100.0,0.0,15,41407104.0,0.0,0.0032,0.0,6.2643,0.0,1.8676,0.01
95.2635,0.13,100.0,0.0,16,41407104.0,0.0,0.0031,0.0,6.265,0.0,1.8684,0.01
95.2866,0.13,100.0,0.0,17,41407104.0,0.0,0.0031,0.0,6.2635,0.0,1.8697,0.01
95.2405,0.13,100.0,0.0,18,41407104.0,0.0,0.0031,0.0,6.2621,0.0,1.8675,0.01
95.252,0.13,100.0,0.0,19,41407104.0,0.0,0.003,0.0,6.2618,0.0,1.8736,0.01
95.2635,0.13,100.0,0.0,20,41407104.0,0.0,0.0031,0.0,6.2612,0.0,1.8713,0.01
95.252,0.13,100.0,0.0,21,41407104.0,0.0,0.0032,0.0,6.2636,0.0,1.8661,0.01
95.2558,0.13,99.9942,0.0,22,41404700.6798,1699.37,0.0032,0.0,6.2624,0.0,1.868,0.01
95.3135,0.13,99.9942,0.0,23,41404700.6798,1699.37,0.0032,0.0,6.2624,0.0,1.865,0.01
95.156,0.13,99.9942,0.0,24,41404700.6798,1699.37,0.0031,0.0,6.2615,0.0,1.8743,0.01
95.2635,0.13,99.9913,0.01,25,41403499.0197,2081.26,0.0031,0.0,6.262,0.0,1.8732,0.01
95.2174,0.13,99.9913,0.01,26,41403499.0197,2081.26,0.0031,0.0,6.2604,0.0,1.8654,0.01
95.2674,0.13,99.9884,0.01,27,41402297.3596,2403.18,0.003,0.0,6.26,0.0,1.8695,0.01
95.2981,0.13,99.9884,0.01,28,41402297.3596,2403.18,0.003,0.0,6.261,0.0,1.8673,0.01
95.1867,0.13,99.9792,0.01,29,41398507.3417,3253.37,0.003,0.0,6.2586,0.0,1.8719,0.01
95.252,0.13,99.9884,0.01,30,41402297.3596,2403.18,0.0031,0.0,6.2588,0.0,1.8653,0.01
95.1636,0.13,99.9739,0.01,31,41396289.059,3604.43,0.0031,0.0,6.2599,0.0,1.8744,0.01
95.1829,0.13,99.9681,0.01,32,41393885.7388,3984.69,0.003,0.0,6.2615,0.0,1.8762,0.01
95.1483,0.13,99.9884,0.01,33,41402297.3596,2403.18,0.003,0.0,6.2613,0.0,1.8719,0.01
95.1099,0.13,99.9725,0.01,34,41395733.9465,3798.46,0.0031,0.0,6.2593,0.0,1.8751,0.01
95.2251,0.13,99.9614,0.01,35,41391112.3436,4440.79,0.0031,0.0,6.2598,0.0,1.8668,0.01
