acc,acc_sem,cost,cost_sem,epoch,flop,flop_sem,time,time_sem,train_loss,train_loss_sem,val_loss,val_loss_sem
95.2443,0.13,100.0,0.0,1,41407104.0,0.0,0.0033,0.0,9.0815,0.0,2.7712,0.01
95.2328,0.13,100.0,0.0,2,41407104.0,0.0,0.0034,0.0,9.0552,0.0,2.7689,0.01
95.2482,0.13,100.0,0.0,3,41407104.0,0.0,0.0032,0.0,9.0475,0.0,2.7649,0.01
95.1829,0.13,100.0,0.0,4,41407104.0,0.0,0.0032,0.0,9.0429,0.0,2.7717,0.01
95.2597,0.13,100.0,0.0,5,41407104.0,0.0,0.0032,0.0,9.0373,0.0,2.7676,0.01
95.2251,0.13,100.0,0.0,6,41407104.0,0.0,0.0033,0.0,9.0351,0.0,2.773,0.01
95.2251,0.13,100.0,0.0,7,41407104.0,0.0,0.0033,0.0,9.032,0.0,2.7733,0.01
95.1636,0.13,100.0,0.0,8,41407104.0,0.0,0.0032,0.0,9.0302,0.0,2.767,0.01
95.1829,0.13,100.0,0.0,9,41407104.0,0.0,0.0033,0.0,9.0273,0.0,2.7687,0.01
95.1982,0.13,100.0,0.0,10,41407104.0,0.0,0.0033,0.0,9.027,0.0,2.7738,0.01
95.2251,0.13,99.9967,0.0,11,41405717.3024,1386.7,0.0032,0.0,9.0266,0.0,2.7723,0.01
95.275,0.13,99.9933,0.0,12,41404330.6048,1961.05,0.0032,0.0,9.024,0.0,2.7675,0.01
95.1829,0.13,100.0,0.0,13,41407104.0,0.0,0.0032,0.0,9.0222,0.0,2.7755,0.01
95.2213,0.13,99.9598,0.01,14,41390463.6288,4802.65,0.0032,0.0,9.02,0.0,2.7674,0.01
95.2789,0.13,99.9967,0.0,15,41405717.3024,1386.7,0.0032,0.0,9.0199,0.0,2.7676,0.01
95.2289,0.13,99.9632,0.01,16,41391850.3264,4598.27,0.0032,0.0,9.0205,0.0,2.7684,0.01
95.275,0.13,99.9866,0.01,17,41401557.2096,2773.24,0.0032,0.0,9.0177,0.0,2.7696,0.01
95.2174,0.13,99.9732,0.01,18,41396010.4192,3921.65,0.0032,0.0,9.0165,0.0,2.7674,0.01
95.2174,0.13,99.9632,0.01,19,41391850.3264,4598.27,0.0032,0.0,9.0145,0.0,2.7736,0.01
95.2405,0.13,99.9732,0.01,20,41396010.4192,3921.65,0.0031,0.0,9.0142,0.0,2.7711,0.01
95.2328,0.13,99.9799,0.01,21,41398783.8144,3396.38,0.0031,0.0,9.0158,0.0,2.766,0.01
95.2405,0.13,99.9833,0.01,22,41400170.512,3100.51,0.0031,0.0,9.0152,0.0,2.768,0.01
95.2943,0.13,99.9799,0.01,23,41398783.8144,3396.38,0.0031,0.0,9.0144,0.0,2.765,0.01
95.0791,0.13,99.923,0.02,24,41375209.9551,6647.56,0.0031,0.0,9.0125,0.0,2.7749,0.01
95.2251,0.13,99.9598,0.01,25,41390463.6288,4802.65,0.0031,0.0,9.0128,0.0,2.7734,0.01
95.2174,0.13,100.0,0.0,26,41407104.0,0.0,0.0031,0.0,9.0109,0.0,2.7655,0.01
95.2213,0.13,99.9531,0.01,27,41387690.2336,5187.25,0.0032,0.0,9.0102,0.0,2.7699,0.01
95.252,0.13,99.9531,0.01,28,41387690.2336,5187.25,0.0031,0.0,9.0109,0.0,2.7678,0.01
95.1483,0.13,99.9531,0.01,29,41387690.2336,5187.25,0.0031,0.0,9.008,0.0,2.7718,0.01
95.2482,0.13,99.9967,0.0,30,41405717.3024,1386.7,0.0031,0.0,9.0081,0.0,2.7655,0.01
95.156,0.13,99.9766,0.01,31,41397397.1168,3668.43,0.0031,0.0,9.0093,0.0,2.7736,0.01
95.179,0.13,99.9799,0.01,32,41398783.8144,3396.38,0.0031,0.0,9.0106,0.0,2.7752,0.01
95.1291,0.13,99.9766,0.01,33,41397397.1168,3668.43,0.0031,0.0,9.01,0.0,2.772,0.01
95.1022,0.13,99.9732,0.01,34,41396010.4192,3921.65,0.0031,0.0,9.0081,0.0,2.7741,0.01
95.2289,0.13,99.9766,0.01,35,41397397.1168,3668.43,0.0031,0.0,9.0083,0.0,2.765,0.01
